timestamp,message
1759651329000,2025-10-05T08:02:09 [TABLES_MANAGER  ]I:  Captured Table 'SOMSDBA'.'ACT_TAGOUT_SECTION_DOCUMENTS' ID - 1  (tasktablesmanager.c:1209)
1759651329000,2025-10-05T08:02:09 [TABLES_MANAGER  ]I:  Captured Table 'SOMSDBA'.'LOG_ENTRY_DOCUMENTS' ID - 2  (tasktablesmanager.c:1209)
1759651329000,2025-10-05T08:02:09 [TABLES_MANAGER  ]I:  Captured Table 'SOMSDBA'.'SHIFT_STAFFING' ID - 3  (tasktablesmanager.c:1209)
1759651329000,2025-10-05T08:02:09 [TASK_MANAGER    ]I:  Allocating CDC subtask (initialize sorter component and load swap files if any).  (replicationtask.c:2472)
1759651329000,"2025-10-05T08:02:09 [TASK_MANAGER    ]I:  Task - 3VWSTR4425C6FOE2JGJYQQ7Z4M is in STARTING state, updating starting status to AR_SUBTASKS_ALLOCATION  (repository.c:5491)"
1759651329000,2025-10-05T08:02:09 [TASK_MANAGER    ]I:  Task Manager starting. CDC subtask created  (replicationtask.c:2491)
1759651329000,2025-10-05T08:02:09 [TASK_MANAGER    ]I:  Threads for all components were created  (replicationtask.c:2511)
1759651329000,2025-10-05T08:02:09 [TASK_MANAGER    ]I:  Task initialization completed successfully  (replicationtask.c:3981)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Endpoint is configured to use Secrets Manager service  (secrets_manager_utils.c:231)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Retrieving 'Oracle' endpoint's Secrets Manager configuration  (secrets_manager_utils.c:248)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  The Secrets Manager secret Arn 'arn:aws-us-gov:secretsmanager:us-gov-west-1:331875467123:secret:entergy_shared_dms_ESOM_ANO-6SvXPg' is configured for the endpoint  (secrets_manager_utils.c:368)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Building Secrets Manager client...  (secrets_manager_utils.c:390)
1759651329000,2025-10-05T08:02:09 [TASK_MANAGER    ]I:  Creating STS Client with ServicePrincipalCredentialsProviderChain  (STSCredentialsProvider.cpp:92)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Looking for Secrets Manager secret attribute 'username'  (secrets_manager_utils.c:408)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Looking for Secrets Manager secret attribute 'password'  (secrets_manager_utils.c:408)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Looking for Secrets Manager secret attribute 'host'  (secrets_manager_utils.c:408)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Looking for Secrets Manager secret attribute 'port'  (secrets_manager_utils.c:408)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Retrieving AWS Secrets Manager secret Arn 'arn:aws-us-gov:secretsmanager:us-gov-west-1:331875467123:secret:entergy_shared_dms_ESOM_ANO-6SvXPg' content  (secrets_manager_utils.c:413)
1759651329000,2025-10-05T08:02:09 [TASK_MANAGER    ]I:  Successfully retrieved secret attribute 'username' value  (secrets_manager_client.cpp:277)
1759651329000,2025-10-05T08:02:09 [TASK_MANAGER    ]I:  Successfully retrieved secret attribute 'password' value  (secrets_manager_client.cpp:277)
1759651329000,2025-10-05T08:02:09 [TASK_MANAGER    ]I:  Successfully retrieved secret attribute 'host' value  (secrets_manager_client.cpp:277)
1759651329000,2025-10-05T08:02:09 [TASK_MANAGER    ]I:  Successfully retrieved secret attribute 'port' value  (secrets_manager_client.cpp:277)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Replacing 'HOST=' value with Secrets Manager secret value in the connection string  (secrets_manager_utils.c:486)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Replacing 'PORT=' value with Secrets Manager secret value in the connection string  (secrets_manager_utils.c:486)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Use any Oracle Archived Redo Log Destination    (oracle_endpoint_imp.c:1232)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Extra Oracle Archived Redo Log Destination size is 0    (oracle_endpoint_imp.c:1242)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Merged Oracle Archived Redo Log Destination Id(s) is(are) 0    (oracle_endpoint_imp.c:1245)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Prefetch row count for log miner is set to 100    (oracle_endpoint_imp.c:1250)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Set corrupted redo log data block error as fatal error    (oracle_endpoint_imp.c:1256)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Homogenous Partition Operations Replication Setting/ECA 'enableHomogenousPartitionOps' is Disabled    (oracle_endpoint_imp.c:1275)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Avoid lookup for inline LOB setting/ECA 'AvoidLookupForInlineLOB' is Enabled    (oracle_endpoint_imp.c:1281)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Oracle CDC uses LogMiner access mode    (oracle_endpoint_imp.c:1291)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]W:  Table columns having types XMLTYPE and LOB cannot be replicated of UPDATE operations in LogMiner access mode.  (oracle_endpoint_imp.c:1296)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  retry timeout is '120' minutes    (oracle_endpoint_imp.c:1494)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Support Enable Parallel DML  (oracle_endpoint_imp.c:1513)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Scale is set to 10 for NUMBER Datatype  (oracle_endpoint_imp.c:1538)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Retry interval is set to 5    (oracle_endpoint_imp.c:1553)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Replication Setting/ECA 'openTransactionWindow' is disabled    (oracle_endpoint_imp.c:1589)
1759651329000,2025-10-05T08:02:09 [SOURCE_CAPTURE  ]I:  Connecting to Oracle: Beginning session  (oracle_endpoint_conn.c:1049)
1759651330000,2025-10-05T08:02:10 [SOURCE_CAPTURE  ]I:  Oracle source database version is 12.1.0.2.0  (oracle_endpoint_conn.c:366)
1759651330000,2025-10-05T08:02:10 [SOURCE_CAPTURE  ]I:  Oracle Client version: 19.18.0.0.0  (oracle_endpoint_conn.c:379)
1759651331000,"2025-10-05T08:02:11 [SOURCE_CAPTURE  ]W:  When you are migrating LOB columns from Oracle 12c. For Oracle 12c, LogMiner doesn't support LOB columns. So, in this case, use Binary Reader.  (oracle_endpoint_conn.c:1737)"
1759651331000,"2025-10-05T08:02:11 [SOURCE_CAPTURE  ]E:  ORA-06550: line 1, column 7: PL/SQL: Statement ignored  [1022307]  (oracle_endpoint_utils.c:3337)"
1759651333000,2025-10-05T08:02:13 [SOURCE_CAPTURE  ]I:  Oracle compatibility version is 12.1.0.2.0  (oracle_endpoint_conn.c:93)
1759651333000,2025-10-05T08:02:13 [SOURCE_CAPTURE  ]I:  Database role is 'PRIMARY'  (oracle_endpoint_conn.c:139)
1759651333000,2025-10-05T08:02:13 [SOURCE_CAPTURE  ]I:  SUPPLEMENTAL_LOG_DATA_PK is set  (oracle_endpoint_conn.c:148)
1759651333000,2025-10-05T08:02:13 [STREAM_COMPONEN ]I:  Target last committed record id from the previous run is '501'  (streamcomponent.c:1716)
1759651333000,2025-10-05T08:02:13 [TARGET_APPLY    ]I:  Target endpoint 'S3' is using provider syntax 'S3Syntax'  (provider_syntax_manager.c:904)
1759651333000,2025-10-05T08:02:13 [TARGET_APPLY    ]I:  Setting STS Endpoint override to sts.us-gov-west-1.amazonaws.com  (file_imp.c:114)
1759651333000,2025-10-05T08:02:13 [TARGET_APPLY    ]I:  Setting S3 endpoint override to s3.us-gov-west-1.amazonaws.com  (file_imp.c:121)
1759651333000,2025-10-05T08:02:13 [TARGET_APPLY    ]I:  Using encryption mode SSE_S3  (file_imp.c:154)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  creating client configuration for region us-gov-west-1  (s3_client.cpp:50)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  Setting AWS service endpoint to s3.us-gov-west-1.amazonaws.com  (s3_client.cpp:87)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  set max connections to 25  (s3_client.cpp:110)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  Creating STSCredentialProvider  (s3_client.cpp:183)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  creating client configuration for region us-gov-west-1  (s3_client.cpp:50)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  Setting AWS service endpoint to sts.us-gov-west-1.amazonaws.com  (s3_client.cpp:67)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  set max connections to 25  (s3_client.cpp:110)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  set idle timeout seconds to 200  (s3_client.cpp:124)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  Creating STS Client with ServicePrincipalCredentialsProviderChain  (STSCredentialsProvider.cpp:92)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  Creating S3 client  (s3_client.cpp:196)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  New s3 client created using credentials provider<152c6c0dc000>  (s3_client.cpp:222)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  creating s3 transfer client  (transfer_client.cpp:326)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  creating client configuration for region us-gov-west-1  (s3_client.cpp:50)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  Setting AWS service endpoint to s3.us-gov-west-1.amazonaws.com  (s3_client.cpp:87)
1759651333000,2025-10-05T08:02:13 [TASK_MANAGER    ]I:  set max connections to 25  (s3_client.cpp:110)
