timestamp,message
1759570341000,"2025-10-04T09:32:21 [TASK_MANAGER    ]I:  Task - RHVVD3YKIJCXZOHDT75YEYNDBE is in STARTING state, updating starting status to AR_CREATING_TREADS  (repository.c:5491)"
1759570341000,"2025-10-04T09:32:21 [TASK_MANAGER    ]I:  Task - RHVVD3YKIJCXZOHDT75YEYNDBE is in STARTING state, updating starting status to AR_CREATING_TABLES_LIST  (repository.c:5491)"
1759570341000,2025-10-04T09:32:21 [TABLES_MANAGER  ]I:  Calling for get capture table list from the Metadata Manager started.  (tasktablesmanager.c:963)
1759570341000,2025-10-04T09:32:21 [METADATA_MANAGE ]I:  OCI_ATTR_RECEIVE_TIMEOUT temporary set to 1800000 millisecs (~30 mins)  (oracle_endpoint_lists.c:1023)
1759570341000,2025-10-04T09:32:21 [TABLES_MANAGER  ]I:  Calling for get capture table list from the Metadata Manager ended.  (tasktablesmanager.c:970)
1759570341000,2025-10-04T09:32:21 [TASK_MANAGER    ]I:  Allocating CDC subtask (initialize sorter component and load swap files if any).  (replicationtask.c:2460)
1759570341000,"2025-10-04T09:32:21 [TASK_MANAGER    ]I:  Task - RHVVD3YKIJCXZOHDT75YEYNDBE is in STARTING state, updating starting status to AR_SUBTASKS_ALLOCATION  (repository.c:5491)"
1759570341000,2025-10-04T09:32:21 [TASK_MANAGER    ]I:  Task Manager starting. CDC subtask created  (replicationtask.c:2479)
1759570341000,2025-10-04T09:32:21 [TASK_MANAGER    ]I:  Threads for all components were created  (replicationtask.c:2499)
1759570341000,2025-10-04T09:32:21 [TASK_MANAGER    ]I:  Task initialization completed successfully  (replicationtask.c:3968)
1759570341000,2025-10-04T09:32:21 [SOURCE_CAPTURE  ]I:  Endpoint is configured to use Secrets Manager service  (secrets_manager_utils.c:231)
1759570341000,2025-10-04T09:32:21 [SOURCE_CAPTURE  ]I:  Retrieving 'Oracle' endpoint's Secrets Manager configuration  (secrets_manager_utils.c:248)
1759570341000,2025-10-04T09:32:21 [SOURCE_CAPTURE  ]I:  The Secrets Manager secret Arn 'arn:aws-us-gov:secretsmanager:us-gov-west-1:331875467123:secret:entergy_shared_dms_ESOM_RBS-6SvXPg' is configured for the endpoint  (secrets_manager_utils.c:368)
1759570341000,2025-10-04T09:32:21 [SOURCE_CAPTURE  ]I:  Building Secrets Manager client...  (secrets_manager_utils.c:390)
1759570341000,2025-10-04T09:32:21 [TASK_MANAGER    ]I:  Creating STS Client with ServicePrincipalCredentialsProviderChain  (STSCredentialsProvider.cpp:92)
1759570341000,2025-10-04T09:32:21 [SOURCE_CAPTURE  ]I:  Looking for Secrets Manager secret attribute 'username'  (secrets_manager_utils.c:408)
1759570341000,2025-10-04T09:32:21 [SOURCE_CAPTURE  ]I:  Looking for Secrets Manager secret attribute 'password'  (secrets_manager_utils.c:408)
1759570341000,2025-10-04T09:32:21 [SOURCE_CAPTURE  ]I:  Looking for Secrets Manager secret attribute 'host'  (secrets_manager_utils.c:408)
1759570341000,2025-10-04T09:32:21 [SOURCE_CAPTURE  ]I:  Looking for Secrets Manager secret attribute 'port'  (secrets_manager_utils.c:408)
1759570341000,2025-10-04T09:32:21 [SOURCE_CAPTURE  ]I:  Retrieving AWS Secrets Manager secret Arn 'arn:aws-us-gov:secretsmanager:us-gov-west-1:331875467123:secret:entergy_shared_dms_ESOM_RBS-6SvXPg' content  (secrets_manager_utils.c:413)
1759570341000,2025-10-04T09:32:21 [TASK_MANAGER    ]I:  Successfully retrieved secret attribute 'username' value  (secrets_manager_client.cpp:277)
1759570341000,2025-10-04T09:32:21 [TASK_MANAGER    ]I:  Successfully retrieved secret attribute 'password' value  (secrets_manager_client.cpp:277)
1759570341000,2025-10-04T09:32:21 [TASK_MANAGER    ]I:  Successfully retrieved secret attribute 'host' value  (secrets_manager_client.cpp:277)
1759570341000,2025-10-04T09:32:21 [TASK_MANAGER    ]I:  Successfully retrieved secret attribute 'port' value  (secrets_manager_client.cpp:277)
1759570341000,2025-10-04T09:32:21 [SOURCE_CAPTURE  ]I:  Replacing 'HOST=' value with Secrets Manager secret value in the connection string  (secrets_manager_utils.c:482)
1759570341000,2025-10-04T09:32:21 [SOURCE_CAPTURE  ]I:  Replacing 'PORT=' value with Secrets Manager secret value in the connection string  (secrets_manager_utils.c:482)
1759570341000,2025-10-04T09:32:21 [SOURCE_CAPTURE  ]I:  Use any Oracle Archived Redo Log Destination    (oracle_endpoint_imp.c:1225)
1759570341000,2025-10-04T09:32:21 [SOURCE_CAPTURE  ]I:  Extra Oracle Archived Redo Log Destination size is 0    (oracle_endpoint_imp.c:1235)
